gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8023247462171997,0.5683793140051421,590,583,0
0.001953125,0.1,0.8086812871097491,0.5696688540047035,592,576,0
0.00390625,0.1,0.8189403371001724,0.5685006549902027,589,567,0
0.0078125,0.1,0.8373515610036392,0.5697487720026402,593,589,0
0.015625,0.1,0.8722466960352422,0.57514978099789,603,614,0
0.03125,0.1,0.9152820340930856,0.6467261399957351,683,850,0
0.0625,0.1,0.963931718061674,1.032828358002007,1297,2241,0
0.125,0.1,0.979709346868416,3.289106531010475,3943,6246,0
0.25,0.1,0.976249760582264,3.713416384998709,5758,9915,0
0.5,0.1,0.9738196705611952,3.948695661005331,5800,15404,0
